time,unique_id,factor_tag,value
2015-01-07,000928.SH,alpha_110,0.5454545454545454
2015-01-07,930050.CSI,alpha_110,0.7272727272727273
2015-01-07,931071.CSI,alpha_110,0.2727272727272727
2015-01-07,932000.CSI,alpha_110,0.09090909090909091
2015-01-07,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-08,000140.SH,alpha_110,0.36363636363636365
2015-01-08,000300.SH,alpha_110,0.9090909090909091
2015-01-08,000510.CSI,alpha_110,0.8181818181818182
2015-01-08,000852.SH,alpha_110,0.45454545454545453
2015-01-08,000905.SH,alpha_110,0.6363636363636364
2015-01-08,000906.SH,alpha_110,1.0
2015-01-08,000928.SH,alpha_110,0.5454545454545454
2015-01-08,930050.CSI,alpha_110,0.7272727272727273
2015-01-08,931071.CSI,alpha_110,0.18181818181818182
2015-01-08,932000.CSI,alpha_110,0.09090909090909091
2015-01-08,Au9999.SGE,alpha_110,0.2727272727272727
2015-01-09,000140.SH,alpha_110,0.36363636363636365
2015-01-09,000300.SH,alpha_110,0.9090909090909091
2015-01-09,000510.CSI,alpha_110,0.8181818181818182
2015-01-09,000852.SH,alpha_110,0.45454545454545453
2015-01-09,000905.SH,alpha_110,0.6363636363636364
2015-01-09,000906.SH,alpha_110,1.0
2015-01-09,000928.SH,alpha_110,0.5454545454545454
2015-01-09,930050.CSI,alpha_110,0.7272727272727273
2015-01-09,931071.CSI,alpha_110,0.2727272727272727
2015-01-09,932000.CSI,alpha_110,0.09090909090909091
2015-01-09,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-12,000140.SH,alpha_110,0.36363636363636365
2015-01-12,000300.SH,alpha_110,0.9090909090909091
2015-01-12,000510.CSI,alpha_110,0.8181818181818182
2015-01-12,000852.SH,alpha_110,0.5454545454545454
2015-01-12,000905.SH,alpha_110,0.6363636363636364
2015-01-12,000906.SH,alpha_110,1.0
2015-01-12,000928.SH,alpha_110,0.45454545454545453
2015-01-12,930050.CSI,alpha_110,0.7272727272727273
2015-01-12,931071.CSI,alpha_110,0.2727272727272727
2015-01-12,932000.CSI,alpha_110,0.09090909090909091
2015-01-12,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-13,000140.SH,alpha_110,0.2727272727272727
2015-01-13,000300.SH,alpha_110,0.9090909090909091
2015-01-13,000510.CSI,alpha_110,0.8181818181818182
2015-01-13,000852.SH,alpha_110,0.5454545454545454
2015-01-13,000905.SH,alpha_110,0.6363636363636364
2015-01-13,000906.SH,alpha_110,1.0
2015-01-13,000928.SH,alpha_110,0.45454545454545453
2015-01-13,930050.CSI,alpha_110,0.7272727272727273
2015-01-13,931071.CSI,alpha_110,0.36363636363636365
2015-01-13,932000.CSI,alpha_110,0.09090909090909091
2015-01-13,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-14,000140.SH,alpha_110,0.09090909090909091
2015-01-14,000300.SH,alpha_110,0.9090909090909091
2015-01-14,000510.CSI,alpha_110,0.8181818181818182
2015-01-14,000852.SH,alpha_110,0.45454545454545453
2015-01-14,000905.SH,alpha_110,0.6363636363636364
2015-01-14,000906.SH,alpha_110,1.0
2015-01-14,000928.SH,alpha_110,0.5454545454545454
2015-01-14,930050.CSI,alpha_110,0.7272727272727273
2015-01-14,931071.CSI,alpha_110,0.36363636363636365
2015-01-14,932000.CSI,alpha_110,0.18181818181818182
2015-01-14,Au9999.SGE,alpha_110,0.2727272727272727
2015-01-15,000140.SH,alpha_110,0.09090909090909091
2015-01-15,000300.SH,alpha_110,0.9090909090909091
2015-01-15,000510.CSI,alpha_110,0.8181818181818182
2015-01-15,000852.SH,alpha_110,0.5454545454545454
2015-01-15,000905.SH,alpha_110,0.6363636363636364
2015-01-15,000906.SH,alpha_110,1.0
2015-01-15,000928.SH,alpha_110,0.45454545454545453
2015-01-15,930050.CSI,alpha_110,0.7272727272727273
2015-01-15,931071.CSI,alpha_110,0.36363636363636365
2015-01-15,932000.CSI,alpha_110,0.18181818181818182
2015-01-15,Au9999.SGE,alpha_110,0.2727272727272727
2015-01-16,000140.SH,alpha_110,0.09090909090909091
2015-01-16,000300.SH,alpha_110,0.9090909090909091
2015-01-16,000510.CSI,alpha_110,0.8181818181818182
2015-01-16,000852.SH,alpha_110,0.5454545454545454
2015-01-16,000905.SH,alpha_110,0.6363636363636364
2015-01-16,000906.SH,alpha_110,1.0
2015-01-16,000928.SH,alpha_110,0.45454545454545453
2015-01-16,930050.CSI,alpha_110,0.7272727272727273
2015-01-16,931071.CSI,alpha_110,0.36363636363636365
2015-01-16,932000.CSI,alpha_110,0.2727272727272727
2015-01-16,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-19,000140.SH,alpha_110,0.09090909090909091
2015-01-19,000300.SH,alpha_110,0.9090909090909091
2015-01-19,000510.CSI,alpha_110,0.8181818181818182
2015-01-19,000852.SH,alpha_110,0.5454545454545454
2015-01-19,000905.SH,alpha_110,0.6363636363636364
2015-01-19,000906.SH,alpha_110,1.0
2015-01-19,000928.SH,alpha_110,0.45454545454545453
2015-01-19,930050.CSI,alpha_110,0.7272727272727273
2015-01-19,931071.CSI,alpha_110,0.36363636363636365
2015-01-19,932000.CSI,alpha_110,0.2727272727272727
2015-01-19,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-20,000140.SH,alpha_110,0.09090909090909091
2015-01-20,000300.SH,alpha_110,0.9090909090909091
2015-01-20,000510.CSI,alpha_110,0.8181818181818182
2015-01-20,000852.SH,alpha_110,0.6363636363636364
2015-01-20,000905.SH,alpha_110,0.5454545454545454
2015-01-20,000906.SH,alpha_110,1.0
2015-01-20,000928.SH,alpha_110,0.45454545454545453
2015-01-20,930050.CSI,alpha_110,0.7272727272727273
2015-01-20,931071.CSI,alpha_110,0.36363636363636365
2015-01-20,932000.CSI,alpha_110,0.2727272727272727
2015-01-20,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-21,000140.SH,alpha_110,0.09090909090909091
2015-01-21,000300.SH,alpha_110,0.9090909090909091
2015-01-21,000510.CSI,alpha_110,0.8181818181818182
2015-01-21,000852.SH,alpha_110,0.7272727272727273
2015-01-21,000905.SH,alpha_110,0.5454545454545454
2015-01-21,000906.SH,alpha_110,1.0
2015-01-21,000928.SH,alpha_110,0.45454545454545453
2015-01-21,930050.CSI,alpha_110,0.6363636363636364
2015-01-21,931071.CSI,alpha_110,0.36363636363636365
2015-01-21,932000.CSI,alpha_110,0.2727272727272727
2015-01-21,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-22,000140.SH,alpha_110,0.09090909090909091
2015-01-22,000300.SH,alpha_110,0.8181818181818182
2015-01-22,000510.CSI,alpha_110,0.9090909090909091
2015-01-22,000852.SH,alpha_110,0.7272727272727273
2015-01-22,000905.SH,alpha_110,0.6363636363636364
2015-01-22,000906.SH,alpha_110,1.0
2015-01-22,000928.SH,alpha_110,0.36363636363636365
2015-01-22,930050.CSI,alpha_110,0.5454545454545454
2015-01-22,931071.CSI,alpha_110,0.45454545454545453
2015-01-22,932000.CSI,alpha_110,0.2727272727272727
2015-01-22,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-23,000140.SH,alpha_110,0.09090909090909091
2015-01-23,000300.SH,alpha_110,0.8181818181818182
2015-01-23,000510.CSI,alpha_110,0.9090909090909091
2015-01-23,000852.SH,alpha_110,0.7272727272727273
2015-01-23,000905.SH,alpha_110,0.6363636363636364
2015-01-23,000906.SH,alpha_110,1.0
2015-01-23,000928.SH,alpha_110,0.2727272727272727
2015-01-23,930050.CSI,alpha_110,0.5454545454545454
2015-01-23,931071.CSI,alpha_110,0.45454545454545453
2015-01-23,932000.CSI,alpha_110,0.36363636363636365
2015-01-23,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-26,000140.SH,alpha_110,0.09090909090909091
2015-01-26,000300.SH,alpha_110,0.8181818181818182
2015-01-26,000510.CSI,alpha_110,0.9090909090909091
2015-01-26,000852.SH,alpha_110,0.7272727272727273
2015-01-26,000905.SH,alpha_110,0.6363636363636364
2015-01-26,000906.SH,alpha_110,1.0
2015-01-26,000928.SH,alpha_110,0.2727272727272727
2015-01-26,930050.CSI,alpha_110,0.5454545454545454
2015-01-26,931071.CSI,alpha_110,0.45454545454545453
2015-01-26,932000.CSI,alpha_110,0.36363636363636365
2015-01-26,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-27,000140.SH,alpha_110,0.09090909090909091
2015-01-27,000300.SH,alpha_110,0.8181818181818182
2015-01-27,000510.CSI,alpha_110,0.9090909090909091
2015-01-27,000852.SH,alpha_110,0.7272727272727273
2015-01-27,000905.SH,alpha_110,0.6363636363636364
2015-01-27,000906.SH,alpha_110,1.0
2015-01-27,000928.SH,alpha_110,0.2727272727272727
2015-01-27,930050.CSI,alpha_110,0.5454545454545454
2015-01-27,931071.CSI,alpha_110,0.45454545454545453
2015-01-27,932000.CSI,alpha_110,0.36363636363636365
2015-01-27,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-28,000140.SH,alpha_110,0.09090909090909091
2015-01-28,000300.SH,alpha_110,0.8181818181818182
2015-01-28,000510.CSI,alpha_110,0.9090909090909091
2015-01-28,000852.SH,alpha_110,0.7272727272727273
2015-01-28,000905.SH,alpha_110,0.6363636363636364
2015-01-28,000906.SH,alpha_110,1.0
2015-01-28,000928.SH,alpha_110,0.2727272727272727
2015-01-28,930050.CSI,alpha_110,0.5454545454545454
2015-01-28,931071.CSI,alpha_110,0.45454545454545453
2015-01-28,932000.CSI,alpha_110,0.36363636363636365
2015-01-28,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-29,000140.SH,alpha_110,0.09090909090909091
2015-01-29,000300.SH,alpha_110,0.9090909090909091
2015-01-29,000510.CSI,alpha_110,0.8181818181818182
2015-01-29,000852.SH,alpha_110,0.7272727272727273
2015-01-29,000905.SH,alpha_110,0.5454545454545454
2015-01-29,000906.SH,alpha_110,1.0
2015-01-29,000928.SH,alpha_110,0.36363636363636365
2015-01-29,930050.CSI,alpha_110,0.6363636363636364
2015-01-29,931071.CSI,alpha_110,0.45454545454545453
2015-01-29,932000.CSI,alpha_110,0.2727272727272727
2015-01-29,Au9999.SGE,alpha_110,0.18181818181818182
2015-01-30,000140.SH,alpha_110,0.09090909090909091
2015-01-30,000300.SH,alpha_110,0.9090909090909091
2015-01-30,000510.CSI,alpha_110,0.8181818181818182
2015-01-30,000852.SH,alpha_110,0.6363636363636364
2015-01-30,000905.SH,alpha_110,0.5454545454545454
2015-01-30,000906.SH,alpha_110,1.0
2015-01-30,000928.SH,alpha_110,0.45454545454545453
2015-01-30,930050.CSI,alpha_110,0.7272727272727273
2015-01-30,931071.CSI,alpha_110,0.36363636363636365
2015-01-30,932000.CSI,alpha_110,0.2727272727272727
2015-01-30,Au9999.SGE,alpha_110,0.18181818181818182
2015-02-02,000140.SH,alpha_110,0.09090909090909091
2015-02-02,000300.SH,alpha_110,0.9090909090909091
2015-02-02,000510.CSI,alpha_110,0.8181818181818182
2015-02-02,000852.SH,alpha_110,0.6363636363636364
2015-02-02,000905.SH,alpha_110,0.5454545454545454
2015-02-02,000906.SH,alpha_110,1.0
2015-02-02,000928.SH,alpha_110,0.36363636363636365
2015-02-02,930050.CSI,alpha_110,0.7272727272727273
2015-02-02,931071.CSI,alpha_110,0.45454545454545453
2015-02-02,932000.CSI,alpha_110,0.2727272727272727
2015-02-02,Au9999.SGE,alpha_110,0.18181818181818182
2015-02-03,000140.SH,alpha_110,0.09090909090909091
2015-02-03,000300.SH,alpha_110,0.9090909090909091
2015-02-03,000510.CSI,alpha_110,0.8181818181818182
2015-02-03,000852.SH,alpha_110,0.6363636363636364
2015-02-03,000905.SH,alpha_110,0.5454545454545454
2015-02-03,000906.SH,alpha_110,1.0
2015-02-03,000928.SH,alpha_110,0.36363636363636365
2015-02-03,930050.CSI,alpha_110,0.7272727272727273
2015-02-03,931071.CSI,alpha_110,0.45454545454545453
2015-02-03,932000.CSI,alpha_110,0.2727272727272727
2015-02-03,Au9999.SGE,alpha_110,0.18181818181818182
2015-02-04,000140.SH,alpha_110,0.09090909090909091
2015-02-04,000300.SH,alpha_110,0.8181818181818182
2015-02-04,000510.CSI,alpha_110,0.9090909090909091
2015-02-04,000852.SH,alpha_110,0.7272727272727273
2015-02-04,000905.SH,alpha_110,0.6363636363636364
2015-02-04,000906.SH,alpha_110,1.0
2015-02-04,000928.SH,alpha_110,0.36363636363636365
2015-02-04,930050.CSI,alpha_110,0.5454545454545454
2015-02-04,931071.CSI,alpha_110,0.45454545454545453
2015-02-04,932000.CSI,alpha_110,0.2727272727272727
2015-02-04,Au9999.SGE,alpha_110,0.18181818181818182
2015-02-05,000140.SH,alpha_110,0.09090909090909091
2015-02-05,000300.SH,alpha_110,0.9090909090909091
2015-02-05,000510.CSI,alpha_110,0.8181818181818182
2015-02-05,000852.SH,alpha_110,0.7272727272727273
2015-02-05,000905.SH,alpha_110,0.6363636363636364
2015-02-05,000906.SH,alpha_110,1.0
2015-02-05,000928.SH,alpha_110,0.36363636363636365
2015-02-05,930050.CSI,alpha_110,0.5454545454545454
2015-02-05,931071.CSI,alpha_110,0.45454545454545453
2015-02-05,932000.CSI,alpha_110,0.2727272727272727
2015-02-05,Au9999.SGE,alpha_110,0.18181818181818182
2015-02-06,000140.SH,alpha_110,0.09090909090909091
2015-02-06,000300.SH,alpha_110,0.9090909090909091
2015-02-06,000510.CSI,alpha_110,0.8181818181818182
2015-02-06,000852.SH,alpha_110,0.7272727272727273
2015-02-06,000905.SH,alpha_110,0.6363636363636364
2015-02-06,000906.SH,alpha_110,1.0
2015-02-06,000928.SH,alpha_110,0.2727272727272727
2015-02-06,930050.CSI,alpha_110,0.5454545454545454
2015-02-06,931071.CSI,alpha_110,0.45454545454545453
2015-02-06,932000.CSI,alpha_110,0.36363636363636365
2015-02-06,Au9999.SGE,alpha_110,0.18181818181818182
2015-02-09,000140.SH,alpha_110,0.09090909090909091
2015-02-09,000300.SH,alpha_110,0.8181818181818182
2015-02-09,000510.CSI,alpha_110,0.9090909090909091
2015-02-09,000852.SH,alpha_110,0.6363636363636364
2015-02-09,000905.SH,alpha_110,0.7272727272727273
2015-02-09,000906.SH,alpha_110,1.0
2015-02-09,000928.SH,alpha_110,0.2727272727272727
2015-02-09,930050.CSI,alpha_110,0.5454545454545454
2015-02-09,931071.CSI,alpha_110,0.45454545454545453
2015-02-09,932000.CSI,alpha_110,0.36363636363636365
2015-02-09,Au9999.SGE,alpha_110,0.18181818181818182
2015-02-10,000140.SH,alpha_110,0.09090909090909091
2015-02-10,000300.SH,alpha_110,0.8181818181818182
2015-02-10,000510.CSI,alpha_110,0.9090909090909091
2015-02-10,000852.SH,alpha_110,0.7272727272727273
2015-02-10,000905.SH,alpha_110,0.6363636363636364
2015-02-10,000906.SH,alpha_110,1.0
2015-02-10,000928.SH,alpha_110,0.18181818181818182
2015-02-10,930050.CSI,alpha_110,0.5454545454545454
2015-02-10,931071.CSI,alpha_110,0.45454545454545453
2015-02-10,932000.CSI,alpha_110,0.2727272727272727
2015-02-10,Au9999.SGE,alpha_110,0.36363636363636365
2015-02-11,000140.SH,alpha_110,0.09090909090909091
2015-02-11,000300.SH,alpha_110,0.8181818181818182
2015-02-11,000510.CSI,alpha_110,0.9090909090909091
2015-02-11,000852.SH,alpha_110,0.7272727272727273
2015-02-11,000905.SH,alpha_110,0.6363636363636364
2015-02-11,000906.SH,alpha_110,1.0
2015-02-11,000928.SH,alpha_110,0.36363636363636365
2015-02-11,930050.CSI,alpha_110,0.5454545454545454
2015-02-11,931071.CSI,alpha_110,0.45454545454545453
2015-02-11,932000.CSI,alpha_110,0.18181818181818182
2015-02-11,Au9999.SGE,alpha_110,0.2727272727272727
2015-02-12,000140.SH,alpha_110,0.09090909090909091
2015-02-12,000300.SH,alpha_110,0.8181818181818182
2015-02-12,000510.CSI,alpha_110,0.9090909090909091
2015-02-12,000852.SH,alpha_110,0.7272727272727273
2015-02-12,000905.SH,alpha_110,0.6363636363636364
2015-02-12,000906.SH,alpha_110,1.0
2015-02-12,000928.SH,alpha_110,0.2727272727272727
2015-02-12,930050.CSI,alpha_110,0.5454545454545454
2015-02-12,931071.CSI,alpha_110,0.45454545454545453
2015-02-12,932000.CSI,alpha_110,0.18181818181818182
2015-02-12,Au9999.SGE,alpha_110,0.36363636363636365
2015-02-13,000140.SH,alpha_110,0.09090909090909091
2015-02-13,000300.SH,alpha_110,0.8181818181818182
2015-02-13,000510.CSI,alpha_110,0.9090909090909091
2015-02-13,000852.SH,alpha_110,0.7272727272727273
2015-02-13,000905.SH,alpha_110,0.6363636363636364
2015-02-13,000906.SH,alpha_110,1.0
2015-02-13,000928.SH,alpha_110,0.36363636363636365
2015-02-13,930050.CSI,alpha_110,0.5454545454545454
2015-02-13,931071.CSI,alpha_110,0.45454545454545453
2015-02-13,932000.CSI,alpha_110,0.18181818181818182
2015-02-13,Au9999.SGE,alpha_110,0.2727272727272727
2015-02-16,000140.SH,alpha_110,0.09090909090909091
2015-02-16,000300.SH,alpha_110,0.8181818181818182
2015-02-16,000510.CSI,alpha_110,0.9090909090909091
2015-02-16,000852.SH,alpha_110,0.7272727272727273
2015-02-16,000905.SH,alpha_110,0.6363636363636364
2015-02-16,000906.SH,alpha_110,1.0
2015-02-16,000928.SH,alpha_110,0.36363636363636365
2015-02-16,930050.CSI,alpha_110,0.5454545454545454
2015-02-16,931071.CSI,alpha_110,0.45454545454545453
2015-02-16,932000.CSI,alpha_110,0.2727272727272727
2015-02-16,Au9999.SGE,alpha_110,0.18181818181818182
2015-02-17,000140.SH,alpha_110,0.09090909090909091
2015-02-17,000300.SH,alpha_110,0.8181818181818182
2015-02-17,000510.CSI,alpha_110,0.9090909090909091
2015-02-17,000852.SH,alpha_110,0.7272727272727273
2015-02-17,000905.SH,alpha_110,0.6363636363636364
2015-02-17,000906.SH,alpha_110,1.0
2015-02-17,000928.SH,alpha_110,0.2727272727272727
2015-02-17,930050.CSI,alpha_110,0.5454545454545454
2015-02-17,931071.CSI,alpha_110,0.45454545454545453
2015-02-17,932000.CSI,alpha_110,0.18181818181818182
2015-02-17,Au9999.SGE,alpha_110,0.36363636363636365
2015-02-25,000140.SH,alpha_110,0.09090909090909091
2015-02-25,000300.SH,alpha_110,0.8181818181818182
2015-02-25,000510.CSI,alpha_110,0.9090909090909091
2015-02-25,000852.SH,alpha_110,0.7272727272727273
2015-02-25,000905.SH,alpha_110,0.6363636363636364
2015-02-25,000906.SH,alpha_110,1.0
2015-02-25,000928.SH,alpha_110,0.2727272727272727
2015-02-25,930050.CSI,alpha_110,0.5454545454545454
2015-02-25,931071.CSI,alpha_110,0.45454545454545453
2015-02-25,932000.CSI,alpha_110,0.18181818181818182
2015-02-25,Au9999.SGE,alpha_110,0.36363636363636365
2015-02-26,000140.SH,alpha_110,0.09090909090909091
2015-02-26,000300.SH,alpha_110,0.8181818181818182
2015-02-26,000510.CSI,alpha_110,0.9090909090909091
2015-02-26,000852.SH,alpha_110,0.7272727272727273
2015-02-26,000905.SH,alpha_110,0.6363636363636364
2015-02-26,000906.SH,alpha_110,1.0
2015-02-26,000928.SH,alpha_110,0.2727272727272727
2015-02-26,930050.CSI,alpha_110,0.5454545454545454
2015-02-26,931071.CSI,alpha_110,0.36363636363636365
2015-02-26,932000.CSI,alpha_110,0.18181818181818182
2015-02-26,Au9999.SGE,alpha_110,0.45454545454545453
2015-02-27,000140.SH,alpha_110,0.09090909090909091
2015-02-27,000300.SH,alpha_110,0.8181818181818182
2015-02-27,000510.CSI,alpha_110,0.9090909090909091
2015-02-27,000852.SH,alpha_110,0.7272727272727273
2015-02-27,000905.SH,alpha_110,0.6363636363636364
2015-02-27,000906.SH,alpha_110,1.0
2015-02-27,000928.SH,alpha_110,0.36363636363636365
2015-02-27,930050.CSI,alpha_110,0.5454545454545454
2015-02-27,931071.CSI,alpha_110,0.2727272727272727
2015-02-27,932000.CSI,alpha_110,0.18181818181818182
2015-02-27,Au9999.SGE,alpha_110,0.45454545454545453
2015-03-02,000140.SH,alpha_110,0.09090909090909091
2015-03-02,000300.SH,alpha_110,0.8181818181818182
2015-03-02,000510.CSI,alpha_110,0.9090909090909091
2015-03-02,000852.SH,alpha_110,0.7272727272727273
2015-03-02,000905.SH,alpha_110,0.6363636363636364
2015-03-02,000906.SH,alpha_110,1.0
2015-03-02,000928.SH,alpha_110,0.36363636363636365
2015-03-02,930050.CSI,alpha_110,0.5454545454545454
2015-03-02,931071.CSI,alpha_110,0.2727272727272727
2015-03-02,932000.CSI,alpha_110,0.45454545454545453
2015-03-02,Au9999.SGE,alpha_110,0.18181818181818182
2015-03-03,000140.SH,alpha_110,0.09090909090909091
2015-03-03,000300.SH,alpha_110,0.8181818181818182
2015-03-03,000510.CSI,alpha_110,0.9090909090909091
2015-03-03,000852.SH,alpha_110,0.7272727272727273
2015-03-03,000905.SH,alpha_110,0.6363636363636364
2015-03-03,000906.SH,alpha_110,1.0
2015-03-03,000928.SH,alpha_110,0.36363636363636365
2015-03-03,930050.CSI,alpha_110,0.5454545454545454
2015-03-03,931071.CSI,alpha_110,0.2727272727272727
2015-03-03,932000.CSI,alpha_110,0.45454545454545453
2015-03-03,Au9999.SGE,alpha_110,0.18181818181818182
2015-03-04,000140.SH,alpha_110,0.09090909090909091
2015-03-04,000300.SH,alpha_110,0.8181818181818182
2015-03-04,000510.CSI,alpha_110,0.9090909090909091
2015-03-04,000852.SH,alpha_110,0.7272727272727273
2015-03-04,000905.SH,alpha_110,0.6363636363636364
2015-03-04,000906.SH,alpha_110,1.0
2015-03-04,000928.SH,alpha_110,0.2727272727272727
2015-03-04,930050.CSI,alpha_110,0.5454545454545454
2015-03-04,931071.CSI,alpha_110,0.36363636363636365
2015-03-04,932000.CSI,alpha_110,0.45454545454545453
2015-03-04,Au9999.SGE,alpha_110,0.18181818181818182
2015-03-05,000140.SH,alpha_110,0.09090909090909091
2015-03-05,000300.SH,alpha_110,0.8181818181818182
2015-03-05,000510.CSI,alpha_110,0.9090909090909091
2015-03-05,000852.SH,alpha_110,0.7272727272727273
2015-03-05,000905.SH,alpha_110,0.6363636363636364
2015-03-05,000906.SH,alpha_110,1.0
2015-03-05,000928.SH,alpha_110,0.2727272727272727
2015-03-05,930050.CSI,alpha_110,0.5454545454545454
2015-03-05,931071.CSI,alpha_110,0.36363636363636365
2015-03-05,932000.CSI,alpha_110,0.45454545454545453
2015-03-05,Au9999.SGE,alpha_110,0.18181818181818182
2015-03-06,000140.SH,alpha_110,0.09090909090909091
2015-03-06,000300.SH,alpha_110,0.8181818181818182
2015-03-06,000510.CSI,alpha_110,0.9090909090909091
2015-03-06,000852.SH,alpha_110,0.7272727272727273
2015-03-06,000905.SH,alpha_110,0.6363636363636364
2015-03-06,000906.SH,alpha_110,1.0
2015-03-06,000928.SH,alpha_110,0.2727272727272727
2015-03-06,930050.CSI,alpha_110,0.5454545454545454
2015-03-06,931071.CSI,alpha_110,0.36363636363636365
2015-03-06,932000.CSI,alpha_110,0.45454545454545453
2015-03-06,Au9999.SGE,alpha_110,0.18181818181818182
2015-03-09,000140.SH,alpha_110,0.09090909090909091
2015-03-09,000300.SH,alpha_110,0.8181818181818182
2015-03-09,000510.CSI,alpha_110,0.9090909090909091
2015-03-09,000852.SH,alpha_110,0.7272727272727273
2015-03-09,000905.SH,alpha_110,0.6363636363636364
2015-03-09,000906.SH,alpha_110,1.0
2015-03-09,000928.SH,alpha_110,0.2727272727272727
2015-03-09,930050.CSI,alpha_110,0.5454545454545454
2015-03-09,931071.CSI,alpha_110,0.36363636363636365
2015-03-09,932000.CSI,alpha_110,0.45454545454545453
2015-03-09,Au9999.SGE,alpha_110,0.18181818181818182
2015-03-10,000140.SH,alpha_110,0.09090909090909091
2015-03-10,000300.SH,alpha_110,0.8181818181818182
2015-03-10,000510.CSI,alpha_110,0.9090909090909091
2015-03-10,000852.SH,alpha_110,0.7272727272727273
2015-03-10,000905.SH,alpha_110,0.6363636363636364
2015-03-10,000906.SH,alpha_110,1.0
2015-03-10,000928.SH,alpha_110,0.2727272727272727
2015-03-10,930050.CSI,alpha_110,0.5454545454545454
