unique_id,factor_tag,ric,sample_count,start_date,end_date,abs_ric
000510.CSI,alpha084,0.06239125010463183,1218,2016-01-04,2020-12-31,0.06239125010463183
931071.CSI,alpha065,-0.06172206833228991,1218,2016-01-04,2020-12-31,0.06172206833228991
000510.CSI,alpha085,0.06112684832866614,1218,2016-01-04,2020-12-31,0.06112684832866614
000906.SH,alpha032,0.060335322457840124,983,2016-01-04,2020-12-31,0.060335322457840124
000928.SH,alpha002,0.0601460114423075,1218,2016-01-04,2020-12-31,0.0601460114423075
000906.SH,alpha017,0.0596746339994784,1208,2016-01-04,2020-12-31,0.0596746339994784
000906.SH,alpha084,0.059118720402507034,1218,2016-01-04,2020-12-31,0.059118720402507034
000300.SH,alpha071,0.05822824294834527,1218,2016-01-04,2020-12-31,0.05822824294834527
Au9999.SGE,alpha023,0.058030854530894085,1218,2016-01-04,2020-12-31,0.058030854530894085
000928.SH,alpha013,0.05768685861986171,1218,2016-01-04,2020-12-31,0.05768685861986171
000906.SH,alpha098,-0.056772095651007326,1178,2016-01-04,2020-12-31,0.056772095651007326
000852.SH,alpha011,-0.056666175686167324,1214,2016-01-04,2020-12-31,0.056666175686167324
000510.CSI,alpha016,0.056554234758970506,1218,2016-01-04,2020-12-31,0.056554234758970506
000300.SH,alpha007,-0.055738027071245894,1092,2016-04-01,2020-12-31,0.055738027071245894
931071.CSI,alpha041,-0.05550708976872982,1218,2016-01-04,2020-12-31,0.05550708976872982
931071.CSI,alpha084,0.05503900029700323,1218,2016-01-04,2020-12-31,0.05503900029700323
000928.SH,alpha064,-0.055008805080077446,1218,2016-01-04,2020-12-31,0.055008805080077446
000905.SH,alpha055,-0.054591714932441644,1218,2016-01-04,2020-12-31,0.054591714932441644
930050.CSI,alpha019,-0.05452650300245888,965,2016-01-06,2020-12-31,0.05452650300245888
Au9999.SGE,alpha007,0.0541226390193263,1198,2016-02-01,2020-12-31,0.0541226390193263
000140.SH,alpha060,0.054094072986482875,1217,2016-01-04,2020-12-31,0.054094072986482875
930050.CSI,alpha044,-0.05345986120065109,1218,2016-01-04,2020-12-31,0.05345986120065109
932000.CSI,alpha002,0.05329661280903299,1218,2016-01-04,2020-12-31,0.05329661280903299
931071.CSI,alpha077,0.0532240598890636,1218,2016-01-04,2020-12-31,0.0532240598890636
000852.SH,alpha002,-0.05185741370831749,1218,2016-01-04,2020-12-31,0.05185741370831749
000140.SH,alpha094,-0.051826973969050366,1218,2016-01-04,2020-12-31,0.051826973969050366
000510.CSI,alpha001,0.05162420670102898,1218,2016-01-04,2020-12-31,0.05162420670102898
Au9999.SGE,alpha095,0.051493486340587646,1218,2016-01-04,2020-12-31,0.051493486340587646
000140.SH,alpha022,-0.051461217139837805,1218,2016-01-04,2020-12-31,0.051461217139837805
000906.SH,alpha062,0.051162946077500104,1218,2016-01-04,2020-12-31,0.051162946077500104
000906.SH,alpha015,0.0511124844315679,1218,2016-01-04,2020-12-31,0.0511124844315679
000300.SH,alpha084,0.050935298039498506,1218,2016-01-04,2020-12-31,0.050935298039498506
000906.SH,alpha020,0.05036782734690028,1216,2016-01-04,2020-12-31,0.05036782734690028
000510.CSI,alpha098,0.04987601924166084,1218,2016-01-04,2020-12-31,0.04987601924166084
Au9999.SGE,alpha035,-0.049813429499678784,1218,2016-01-04,2020-12-31,0.049813429499678784
000905.SH,alpha083,0.04976084272357285,1218,2016-01-04,2020-12-31,0.04976084272357285
000905.SH,alpha041,-0.049388184334966535,1218,2016-01-04,2020-12-31,0.049388184334966535
000140.SH,alpha074,-0.04888983234818291,1218,2016-01-04,2020-12-31,0.04888983234818291
000852.SH,alpha074,-0.04877225030650259,1218,2016-01-04,2020-12-31,0.04877225030650259
000928.SH,alpha032,0.04854360991739647,1218,2016-01-04,2020-12-31,0.04854360991739647
000140.SH,alpha021,-0.04832088573604622,1218,2016-01-04,2020-12-31,0.04832088573604622
932000.CSI,alpha010,-0.048017459501335576,1216,2016-01-04,2020-12-31,0.048017459501335576
000852.SH,alpha077,-0.04799294700516115,1218,2016-01-04,2020-12-31,0.04799294700516115
000300.SH,alpha025,0.04784519547697867,1186,2016-01-20,2020-12-31,0.04784519547697867
000140.SH,alpha011,-0.04770574385408863,1218,2016-01-04,2020-12-31,0.04770574385408863
932000.CSI,alpha053,-0.04750862954352962,1216,2016-01-04,2020-12-31,0.04750862954352962
000852.SH,alpha084,0.04750111183168604,1218,2016-01-04,2020-12-31,0.04750111183168604
930050.CSI,alpha055,-0.047432211561551384,1218,2016-01-04,2020-12-31,0.047432211561551384
000300.SH,alpha039,-0.04707053164301355,773,2017-11-01,2020-12-31,0.04707053164301355
932000.CSI,alpha022,0.04662969870635311,1198,2016-01-04,2020-12-31,0.04662969870635311
000510.CSI,alpha026,-0.04652200892306152,1218,2016-01-04,2020-12-31,0.04652200892306152
000140.SH,alpha040,-0.04626771988097604,1218,2016-01-04,2020-12-31,0.04626771988097604
000300.SH,alpha053,-0.04618628178070732,1215,2016-01-04,2020-12-31,0.04618628178070732
000300.SH,alpha013,0.04606411547244279,1213,2016-01-04,2020-12-31,0.04606411547244279
000928.SH,alpha094,0.04604408485007099,1218,2016-01-04,2020-12-31,0.04604408485007099
000300.SH,alpha015,-0.04595566729736142,1218,2016-01-04,2020-12-31,0.04595566729736142
Au9999.SGE,alpha005,0.045907275678411866,1218,2016-01-04,2020-12-31,0.045907275678411866
000905.SH,alpha027,-0.04578621242923616,1218,2016-01-04,2020-12-31,0.04578621242923616
000905.SH,alpha039,0.04575692485479136,1216,2016-01-06,2020-12-31,0.04575692485479136
932000.CSI,alpha041,-0.045412406652067125,1218,2016-01-04,2020-12-31,0.045412406652067125
Au9999.SGE,alpha024,-0.04524742966599337,1165,2016-03-24,2020-12-31,0.04524742966599337
000852.SH,alpha025,-0.045141665961347215,1198,2016-01-04,2020-12-31,0.045141665961347215
000140.SH,alpha013,0.04513794600108061,1218,2016-01-04,2020-12-31,0.04513794600108061
000510.CSI,alpha057,-0.04488006314113772,1218,2016-01-04,2020-12-31,0.04488006314113772
000852.SH,alpha016,0.04463208892630986,1213,2016-01-04,2020-12-31,0.04463208892630986
931071.CSI,alpha092,0.04450765438133896,1218,2016-01-04,2020-12-31,0.04450765438133896
Au9999.SGE,alpha047,-0.044417485805049776,1218,2016-01-04,2020-12-31,0.044417485805049776
930050.CSI,alpha074,0.044274126200796494,1218,2016-01-04,2020-12-31,0.044274126200796494
931071.CSI,alpha009,-0.04405864605963313,1218,2016-01-04,2020-12-31,0.04405864605963313
000300.SH,alpha044,0.04364995454054303,1218,2016-01-04,2020-12-31,0.04364995454054303
000510.CSI,alpha064,0.04354777956404397,1218,2016-01-04,2020-12-31,0.04354777956404397
000905.SH,alpha044,0.04341930787181674,1218,2016-01-04,2020-12-31,0.04341930787181674
000852.SH,alpha036,0.04312462396800302,1018,2016-01-04,2020-12-31,0.04312462396800302
931071.CSI,alpha010,-0.04252977308186266,1218,2016-01-04,2020-12-31,0.04252977308186266
000905.SH,alpha065,0.04246017841314462,1218,2016-01-04,2020-12-31,0.04246017841314462
931071.CSI,alpha062,0.04228653554993587,1218,2016-01-04,2020-12-31,0.04228653554993587
000905.SH,alpha081,0.042189485726907235,1218,2016-01-04,2020-12-31,0.042189485726907235
000852.SH,alpha041,-0.041964170968621164,1218,2016-01-04,2020-12-31,0.041964170968621164
000852.SH,alpha052,-0.04183659209969644,977,2016-01-04,2020-12-31,0.04183659209969644
000906.SH,alpha001,-0.0416775128717851,1193,2016-01-04,2020-12-31,0.0416775128717851
930050.CSI,alpha032,0.04161942015321724,983,2016-01-04,2020-12-31,0.04161942015321724
000852.SH,alpha098,0.041584635628570364,1178,2016-01-04,2020-12-31,0.041584635628570364
000906.SH,alpha025,-0.04138659411736612,1198,2016-01-04,2020-12-31,0.04138659411736612
000906.SH,alpha029,-0.041314154964857304,1206,2016-01-04,2020-12-31,0.041314154964857304
000510.CSI,alpha094,-0.04128250311245008,1218,2016-01-04,2020-12-31,0.04128250311245008
000928.SH,alpha025,0.04124835767868748,1218,2016-01-04,2020-12-31,0.04124835767868748
000140.SH,alpha006,-0.041043296852726445,1218,2016-01-04,2020-12-31,0.041043296852726445
000300.SH,alpha096,0.041020704471849995,1218,2016-01-04,2020-12-31,0.041020704471849995
000905.SH,alpha053,0.0409193282171313,1218,2016-01-04,2020-12-31,0.0409193282171313
000928.SH,alpha077,-0.04088985719677508,1218,2016-01-04,2020-12-31,0.04088985719677508
000852.SH,alpha085,0.04083399281605926,1218,2016-01-04,2020-12-31,0.04083399281605926
Au9999.SGE,alpha085,-0.04070611331431686,1218,2016-01-04,2020-12-31,0.04070611331431686
Au9999.SGE,alpha004,0.04047109719360261,1218,2016-01-04,2020-12-31,0.04047109719360261
932000.CSI,alpha084,0.04020589608569255,1218,2016-01-04,2020-12-31,0.04020589608569255
Au9999.SGE,alpha077,-0.03994083320408573,1218,2016-01-04,2020-12-31,0.03994083320408573
000300.SH,alpha052,0.039790708612427415,783,2017-10-18,2020-12-31,0.039790708612427415
000852.SH,alpha009,-0.039673574704892724,1216,2016-01-04,2020-12-31,0.039673574704892724
000510.CSI,alpha039,-0.0396498314911926,1216,2016-01-06,2020-12-31,0.0396498314911926
000140.SH,alpha075,0.03962133295089127,1218,2016-01-04,2020-12-31,0.03962133295089127
000510.CSI,alpha034,-0.03946279483825803,1218,2016-01-04,2020-12-31,0.03946279483825803
932000.CSI,alpha040,0.038960241170094785,1208,2016-01-04,2020-12-31,0.038960241170094785
931071.CSI,alpha094,-0.03889957690504561,1218,2016-01-04,2020-12-31,0.03889957690504561
000140.SH,alpha071,-0.03885819937205496,1218,2016-01-04,2020-12-31,0.03885819937205496
000510.CSI,alpha074,0.03881289308767194,1218,2016-01-04,2020-12-31,0.03881289308767194
000510.CSI,alpha028,-0.03877034234135958,1218,2016-01-04,2020-12-31,0.03877034234135958
000300.SH,alpha077,0.03869958443936917,1218,2016-01-04,2020-12-31,0.03869958443936917
000906.SH,alpha075,0.03865273658074772,1218,2016-01-04,2020-12-31,0.03865273658074772
000905.SH,alpha015,-0.03850563200902045,1218,2016-01-04,2020-12-31,0.03850563200902045
930050.CSI,alpha033,0.03840976210306255,1217,2016-01-04,2020-12-31,0.03840976210306255
000906.SH,alpha077,-0.0383315932842166,1218,2016-01-04,2020-12-31,0.0383315932842166
930050.CSI,alpha099,-0.03798960031371998,1218,2016-01-04,2020-12-31,0.03798960031371998
Au9999.SGE,alpha017,0.03796590939766348,1218,2016-01-04,2020-12-31,0.03796590939766348
000905.SH,alpha092,-0.03796569220909189,1218,2016-01-04,2020-12-31,0.03796569220909189
000852.SH,alpha039,0.037790587189395014,965,2016-01-06,2020-12-31,0.037790587189395014
932000.CSI,alpha099,0.03767185850990644,1218,2016-01-04,2020-12-31,0.03767185850990644
000300.SH,alpha034,-0.03766307854507232,1216,2016-01-04,2020-12-31,0.03766307854507232
000905.SH,alpha017,0.03754726960930744,1218,2016-01-04,2020-12-31,0.03754726960930744
000906.SH,alpha083,-0.037494529424416057,1211,2016-01-04,2020-12-31,0.037494529424416057
Au9999.SGE,alpha088,-0.037463857891298684,1218,2016-01-04,2020-12-31,0.037463857891298684
932000.CSI,alpha077,0.03738084860901415,1218,2016-01-04,2020-12-31,0.03738084860901415
000928.SH,alpha088,0.03721730265172851,1218,2016-01-04,2020-12-31,0.03721730265172851
930050.CSI,alpha017,-0.03719629035077082,1208,2016-01-04,2020-12-31,0.03719629035077082
930050.CSI,alpha045,0.0371888412843446,1198,2016-01-04,2020-12-31,0.0371888412843446
Au9999.SGE,alpha064,0.03679010301158135,1218,2016-01-04,2020-12-31,0.03679010301158135
000928.SH,alpha016,0.03669708144420356,1218,2016-01-04,2020-12-31,0.03669708144420356
000852.SH,alpha010,-0.03658706819088257,1216,2016-01-04,2020-12-31,0.03658706819088257
000140.SH,alpha081,0.03655874054323332,1218,2016-01-04,2020-12-31,0.03655874054323332
930050.CSI,alpha026,-0.03651009606797668,1218,2016-01-04,2020-12-31,0.03651009606797668
000510.CSI,alpha033,-0.03632264893363151,1218,2016-01-04,2020-12-31,0.03632264893363151
930050.CSI,alpha084,0.036238947788374366,1218,2016-01-04,2020-12-31,0.036238947788374366
932000.CSI,alpha073,-0.0362264339072106,1197,2016-01-04,2020-12-31,0.0362264339072106
930050.CSI,alpha088,0.03614766544129113,1210,2016-01-04,2020-12-31,0.03614766544129113
000852.SH,alpha096,0.036038693457738365,1218,2016-01-04,2020-12-31,0.036038693457738365
932000.CSI,alpha066,0.035838091897760445,1207,2016-01-04,2020-12-31,0.035838091897760445
932000.CSI,alpha007,0.03580983719362883,1154,2016-01-04,2020-09-24,0.03580983719362883
931071.CSI,alpha022,0.03577904053840099,1218,2016-01-04,2020-12-31,0.03577904053840099
Au9999.SGE,alpha042,0.035769626430394406,1218,2016-01-04,2020-12-31,0.035769626430394406
000140.SH,alpha036,-0.03576096425044682,1218,2016-01-04,2020-12-31,0.03576096425044682
930050.CSI,alpha057,-0.03572746692917288,1187,2016-01-04,2020-12-31,0.03572746692917288
930050.CSI,alpha096,-0.035702624509001274,1218,2016-01-04,2020-12-31,0.035702624509001274
000928.SH,alpha072,0.03554790604336065,1213,2016-01-05,2020-12-31,0.03554790604336065
000140.SH,alpha018,0.03539369415424091,1218,2016-01-04,2020-12-31,0.03539369415424091
000906.SH,alpha007,-0.03530460284944158,1151,2016-01-04,2020-12-31,0.03530460284944158
000928.SH,alpha040,-0.03492194749610956,1218,2016-01-04,2020-12-31,0.03492194749610956
931071.CSI,alpha095,0.03487301275144337,1218,2016-01-04,2020-12-31,0.03487301275144337
930050.CSI,alpha065,-0.03483910148817965,1218,2016-01-04,2020-12-31,0.03483910148817965
000510.CSI,alpha053,-0.03456362083500369,1218,2016-01-04,2020-12-31,0.03456362083500369
000928.SH,alpha099,0.03451879530562104,1218,2016-01-04,2020-12-31,0.03451879530562104
000510.CSI,alpha095,0.034417484844500607,1218,2016-01-04,2020-12-31,0.034417484844500607
932000.CSI,alpha083,-0.03430113899461412,1211,2016-01-04,2020-12-31,0.03430113899461412
930050.CSI,alpha077,0.03426297157910367,1218,2016-01-04,2020-12-31,0.03426297157910367
000906.SH,alpha074,0.03417535451422681,1218,2016-01-04,2020-12-31,0.03417535451422681
000905.SH,alpha016,-0.034098440859844696,1218,2016-01-04,2020-12-31,0.034098440859844696
000928.SH,alpha055,0.034095154731472954,1218,2016-01-04,2020-12-31,0.034095154731472954
000300.SH,alpha036,0.03408366690838604,826,2016-10-20,2020-12-31,0.03408366690838604
931071.CSI,alpha020,-0.03406509456981298,1218,2016-01-04,2020-12-31,0.03406509456981298
000928.SH,alpha001,-0.033926797953949164,1218,2016-01-04,2020-12-31,0.033926797953949164
000928.SH,alpha027,0.033891159084429266,1218,2016-01-04,2020-12-31,0.033891159084429266
000928.SH,alpha045,0.033822144344531985,1218,2016-01-04,2020-12-31,0.033822144344531985
000905.SH,alpha032,0.03378768836605956,1218,2016-01-04,2020-12-31,0.03378768836605956
000300.SH,alpha028,-0.03373525687962575,1217,2016-01-04,2020-12-31,0.03373525687962575
Au9999.SGE,alpha008,0.03364814439009683,1218,2016-01-04,2020-12-31,0.03364814439009683
000928.SH,alpha039,-0.03347906911279304,1216,2016-01-06,2020-12-31,0.03347906911279304
000510.CSI,alpha038,-0.03340134556518711,1218,2016-01-04,2020-12-31,0.03340134556518711
000928.SH,alpha041,-0.03330477452306323,1218,2016-01-04,2020-12-31,0.03330477452306323
000905.SH,alpha010,-0.033302898469099326,1218,2016-01-04,2020-12-31,0.033302898469099326
000510.CSI,alpha020,0.03287643883815959,1218,2016-01-04,2020-12-31,0.03287643883815959
932000.CSI,alpha034,0.03282531369613204,1216,2016-01-04,2020-12-31,0.03282531369613204
000140.SH,alpha078,0.03274780447045329,1218,2016-01-04,2020-12-31,0.03274780447045329
932000.CSI,alpha072,0.032745941227399745,1149,2016-01-05,2020-12-31,0.032745941227399745
000140.SH,alpha057,0.031451402606446924,1218,2016-01-04,2020-12-31,0.031451402606446924
931071.CSI,alpha017,-0.031195653038134222,1218,2016-01-04,2020-12-31,0.031195653038134222
000300.SH,alpha061,0.031046520345587757,1218,2016-01-04,2020-12-31,0.031046520345587757
Au9999.SGE,alpha083,0.031039504788958325,1218,2016-01-04,2020-12-31,0.031039504788958325
Au9999.SGE,alpha040,0.030907446616247426,1218,2016-01-04,2020-12-31,0.030907446616247426
931071.CSI,alpha088,0.03077705307386577,1218,2016-01-04,2020-12-31,0.03077705307386577
000906.SH,alpha095,-0.030776375163642927,1218,2016-01-04,2020-12-31,0.030776375163642927
000852.SH,alpha095,-0.030737526042080895,1218,2016-01-04,2020-12-31,0.030737526042080895
000906.SH,alpha034,0.03064412291682805,1216,2016-01-04,2020-12-31,0.03064412291682805
Au9999.SGE,alpha021,-0.030518216013485006,1218,2016-01-04,2020-12-31,0.030518216013485006
000140.SH,alpha046,-0.030489961456962998,1218,2016-01-04,2020-12-31,0.030489961456962998
931071.CSI,alpha027,0.030386296506293393,1218,2016-01-04,2020-12-31,0.030386296506293393
931071.CSI,alpha044,-0.03026709131464385,1218,2016-01-04,2020-12-31,0.03026709131464385
930050.CSI,alpha047,0.03025945778324543,1218,2016-01-04,2020-12-31,0.03025945778324543
000906.SH,alpha094,-0.02997598479728088,1218,2016-01-04,2020-12-31,0.02997598479728088
000300.SH,alpha073,0.029934068582280128,1184,2016-01-21,2020-12-31,0.029934068582280128
000906.SH,alpha008,0.029773958312560685,1206,2016-01-04,2020-12-31,0.029773958312560685
000906.SH,alpha078,-0.029734513055202305,1218,2016-01-04,2020-12-31,0.029734513055202305
931071.CSI,alpha071,0.029199005654899884,1218,2016-01-04,2020-12-31,0.029199005654899884
000928.SH,alpha003,0.029138553681199168,1218,2016-01-04,2020-12-31,0.029138553681199168
000928.SH,alpha005,-0.029087191313502066,1218,2016-01-04,2020-12-31,0.029087191313502066
000928.SH,alpha092,0.028979821363305295,1218,2016-01-04,2020-12-31,0.028979821363305295
930050.CSI,alpha023,-0.028976915783232627,1218,2016-01-04,2020-12-31,0.028976915783232627
930050.CSI,alpha018,0.028945134174592803,1213,2016-01-04,2020-12-31,0.028945134174592803
Au9999.SGE,alpha001,-0.02886880722063709,1218,2016-01-04,2020-12-31,0.02886880722063709
000928.SH,alpha054,0.028850363599779272,1218,2016-01-04,2020-12-31,0.028850363599779272
000510.CSI,alpha037,-0.028603679523210565,1218,2016-01-04,2020-12-31,0.028603679523210565
932000.CSI,alpha065,-0.028531315893835816,1218,2016-01-04,2020-12-31,0.028531315893835816
000300.SH,alpha038,0.028443871693480356,1206,2016-01-06,2020-12-31,0.028443871693480356
000300.SH,alpha098,0.028439796155035425,1146,2016-02-24,2020-12-31,0.028439796155035425
000928.SH,alpha053,-0.028422905989854724,1218,2016-01-04,2020-12-31,0.028422905989854724
930050.CSI,alpha062,0.028394246824260134,1218,2016-01-04,2020-12-31,0.028394246824260134
000906.SH,alpha036,-0.02836382113980104,1018,2016-01-04,2020-12-31,0.02836382113980104
000510.CSI,alpha101,0.028361751327538647,1218,2016-01-04,2020-12-31,0.028361751327538647
000140.SH,alpha053,0.02804641381005901,1218,2016-01-04,2020-12-31,0.02804641381005901
000906.SH,alpha052,0.028025066705554443,977,2016-01-04,2020-12-31,0.028025066705554443
932000.CSI,alpha019,0.027983305326071847,1152,2016-01-06,2020-09-24,0.027983305326071847
000928.SH,alpha052,-0.027764907473964588,1218,2016-01-04,2020-12-31,0.027764907473964588
931071.CSI,alpha066,-0.027686390263914663,1218,2016-01-04,2020-12-31,0.027686390263914663
000906.SH,alpha096,-0.027544780702494377,1218,2016-01-04,2020-12-31,0.027544780702494377
000905.SH,alpha025,-0.027534207163363137,1218,2016-01-04,2020-12-31,0.027534207163363137
930050.CSI,alpha005,-0.02747800425404227,1208,2016-01-04,2020-12-31,0.02747800425404227
Au9999.SGE,alpha057,0.027414031449482838,1218,2016-01-04,2020-12-31,0.027414031449482838
930050.CSI,alpha071,0.02730995590141943,1218,2016-01-04,2020-12-31,0.02730995590141943
000906.SH,alpha071,0.027049148604801804,1218,2016-01-04,2020-12-31,0.027049148604801804
000140.SH,alpha095,-0.027044489939036517,1218,2016-01-04,2020-12-31,0.027044489939036517
932000.CSI,alpha095,0.026993506039430706,1218,2016-01-04,2020-12-31,0.026993506039430706
000852.SH,alpha057,-0.026873945373400546,1187,2016-01-04,2020-12-31,0.026873945373400546
000510.CSI,alpha030,-0.026849998894778956,1218,2016-01-04,2020-12-31,0.026849998894778956
000906.SH,alpha019,-0.026726530812462887,965,2016-01-06,2020-12-31,0.026726530812462887
930050.CSI,alpha016,0.02662460464110265,1213,2016-01-04,2020-12-31,0.02662460464110265
000852.SH,alpha003,0.02659822229680071,1218,2016-01-04,2020-12-31,0.02659822229680071
000140.SH,alpha008,-0.026324296785440657,1218,2016-01-04,2020-12-31,0.026324296785440657
000852.SH,alpha061,0.026270029818745995,1218,2016-01-04,2020-12-31,0.026270029818745995
000852.SH,alpha064,0.026204704351529995,1218,2016-01-04,2020-12-31,0.026204704351529995
932000.CSI,alpha062,-0.026190874494272376,1218,2016-01-04,2020-12-31,0.026190874494272376
000300.SH,alpha022,0.026186242982924445,1186,2016-01-20,2020-12-31,0.026186242982924445
932000.CSI,alpha004,0.02616297102661877,1209,2016-01-04,2020-12-31,0.02616297102661877
Au9999.SGE,alpha055,0.026109501725661156,1218,2016-01-04,2020-12-31,0.026109501725661156
932000.CSI,alpha071,0.026079778657411897,1218,2016-01-04,2020-12-31,0.026079778657411897
000905.SH,alpha029,-0.026062368246853644,1218,2016-01-04,2020-12-31,0.026062368246853644
000905.SH,alpha098,0.026031941359388654,1218,2016-01-04,2020-12-31,0.026031941359388654
000510.CSI,alpha036,-0.026000067390514612,1218,2016-01-04,2020-12-31,0.026000067390514612
931071.CSI,alpha099,-0.025891714336772436,1218,2016-01-04,2020-12-31,0.025891714336772436
000300.SH,alpha018,-0.02572809846754369,1213,2016-01-04,2020-12-31,0.02572809846754369
000852.SH,alpha037,0.02571453611005527,1017,2016-01-04,2020-12-31,0.02571453611005527
000905.SH,alpha009,-0.025698363490483538,1218,2016-01-04,2020-12-31,0.025698363490483538
000852.SH,alpha028,-0.025607873102698377,1217,2016-01-04,2020-12-31,0.025607873102698377
931071.CSI,alpha033,0.025457128551752584,1218,2016-01-04,2020-12-31,0.025457128551752584
000140.SH,alpha088,-0.025349252276602206,1218,2016-01-04,2020-12-31,0.025349252276602206
000300.SH,alpha029,-0.025287758175037423,1202,2016-01-08,2020-12-31,0.025287758175037423
000852.SH,alpha006,0.02528603812906307,1218,2016-01-04,2020-12-31,0.02528603812906307
931071.CSI,alpha014,-0.025202399896380328,1218,2016-01-04,2020-12-31,0.025202399896380328
000928.SH,alpha006,-0.024778445692227185,1218,2016-01-04,2020-12-31,0.024778445692227185
000906.SH,alpha040,-0.02460951746062615,1208,2016-01-04,2020-12-31,0.02460951746062615
Au9999.SGE,alpha039,-0.024556017501688735,1014,2016-11-07,2020-12-31,0.024556017501688735
Au9999.SGE,alpha013,-0.02455370286350059,1218,2016-01-04,2020-12-31,0.02455370286350059
000140.SH,alpha043,0.02455365409389119,1218,2016-01-04,2020-12-31,0.02455365409389119
000140.SH,alpha001,-0.0243429229461786,1218,2016-01-04,2020-12-31,0.0243429229461786
000510.CSI,alpha032,0.02431325028991948,1218,2016-01-04,2020-12-31,0.02431325028991948
000852.SH,alpha099,-0.024299533981372533,1218,2016-01-04,2020-12-31,0.024299533981372533
000510.CSI,alpha013,0.024214715970435077,1218,2016-01-04,2020-12-31,0.024214715970435077
931071.CSI,alpha060,-0.024140200003812222,1218,2016-01-04,2020-12-31,0.024140200003812222
932000.CSI,alpha021,0.02411484678513858,1218,2016-01-04,2020-12-31,0.02411484678513858
932000.CSI,alpha030,0.024105205980495113,1214,2016-01-04,2020-12-31,0.024105205980495113
000852.SH,alpha078,-0.024070635077210495,1218,2016-01-04,2020-12-31,0.024070635077210495
930050.CSI,alpha006,-0.023940794372072714,1218,2016-01-04,2020-12-31,0.023940794372072714
Au9999.SGE,alpha099,0.02391826961677457,1218,2016-01-04,2020-12-31,0.02391826961677457
000300.SH,alpha023,-0.023864973733079643,1218,2016-01-04,2020-12-31,0.023864973733079643
Au9999.SGE,alpha078,-0.023804456158789507,1218,2016-01-04,2020-12-31,0.023804456158789507
000140.SH,alpha041,-0.023754120002350415,1218,2016-01-04,2020-12-31,0.023754120002350415
Au9999.SGE,alpha010,-0.023690515625535088,1218,2016-01-04,2020-12-31,0.023690515625535088
930050.CSI,alpha101,-0.023629543303332425,1217,2016-01-04,2020-12-31,0.023629543303332425
931071.CSI,alpha045,0.02361431954414321,1218,2016-01-04,2020-12-31,0.02361431954414321
000852.SH,alpha012,0.023612485938056434,1216,2016-01-04,2020-12-31,0.023612485938056434
930050.CSI,alpha021,-0.023552368779714204,1218,2016-01-04,2020-12-31,0.023552368779714204
